Başlık, Vücut Kimliği, Duruş
 Kim Jong-un İskoçya'da Kuzey Kore Restoranı mı Açıyor?,2452, tartışmak
"Obama, Başının Kesilmesinden Öfkelendi, Yola Devam Etme Sözü Verdi",1658, kabul etmek
 IŞİD'in Ebola'sı Var mı? Muhtemelen Yok! Medya Bunu Bildiriyor,2060, kabul etmek
 Bowe Bergdahl takasında 'Taliban Beşlisi'nden birinin militanlığa döndüğü iddia edildi,2531, tartışmak
" Mohammed Emwazi: IŞİD katili olarak tanımlanan 'Cihatçı John', 2010 yılında Afrika'da safari tatilindeyken MI5 tarafından 'durduruldu'",867, tartışmak
" Nikaragua'nın başkentine meteor düştü, 16 fit derinliğinde krater oluştu",966, kabul etmek
" Nijerya ile Boko Haram ateşkes anlaşmasına vardı, kaçırılan kızlar serbest bırakılacak, yetkili diyor",2530, tartışmak
" Oscar ödüllü Christian Bale, yakında vizyona girecek biyografik filmde Steve Jobs'ı canlandıracak",2455, tartışmak
 Macaulay Culkin ÖLMÜYOR: Facebook ve Twitter'ın Ölüm Sahtekarlığı Viral Oldu,1545, kabul etmek
 Michael Phelps'in kız arkadaşı erkek olarak doğmuştu ama yüzücüye geçmişini anlatmadı,862, kabul etmek
 iOS 8 Tercihlerini Sıfırlamak iCloud Dosyalarını Silebilir,1351, tartışmak
" Diğerini de çek! Kuzey Kore diktatörü, 'generalleriyle tatbikat yaparken tendonunu çektiği' için haftalardır görülmüyor",117, tartışmak
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',1192, tartışmak
Haber siteleri Putin'in kuş düşürme videosuna kandı,1957, tartışmak
 IŞİD'le savaşan İsrailli Kanadalı Facebook'ta şunları paylaştı: Güvendeyim ve emniyetteyim,1330, tartışmak
" Video: IŞİD, Kobani Yakınlarında ABD Silahlarını Havadan Attığını Ele Geçirdiğini İddia Ediyor",2168, tartışmak
 Sugarhill Gang rapçisi Big Bank Hank 57 yaşında öldü,2351, kabul etmek
 Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,2317, tartışmak
 Meksikalı araştırmacılar toplu mezarda 43 kayıp öğrencinin olabileceğinden endişe ediyor,1984, tartışmak
 ABD'li rehine Luke Somers kurtarma operasyonu sonrasında hayatını kaybetti,1844, tartışmak
 Nijerya'daki Boko Haram Ateşkesi'nin Ateşkes Olmadığı,1896, tartışmak
 İngiliz rapçi IŞİD'in başını kesme olayında şüpheli,2327, tartışmak
" Abdel Majed Abdel Bary, Foley'in Başının Kesilmesinde Şüpheli Olarak Ortaya Çıktı",951, tartışmak
" Google, Pacific Shores'un büyük bir bölümünü ve simgesel Redwood City ofis parkını satın alacak",401, tartışmak
" Herkes sakin olsun, Banksy tutuklanmadı: Bunun bir aldatmaca olduğuna dair 9 ipucu",2362, kabul etmek
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,1016, tartışmak
" Jeh Johnson, Duncan Hunter'ın DEAŞ'ın Meksika üzerinden ABD'ye girdiği iddiasını çürüttü",1764, kabul etmek
" Brian Williams, hava durumu sunucusu Mike Seidel'in yayında tuvalet ihtiyacını giderdiği yönündeki spekülasyonlar nedeniyle sosyal medyayı eleştirdi",1926, tartışmak
"IŞİD Tarafından Kaçırılması Korkusu Yaşanan Kanadalı-İsrailli Kadın Gill Rosenberg, Güvende Olduğunu Söyledi",26, kabul etmek
 Star Wars 7: JJ Abrams vizyon tarihini 2015 yazına ertelemek istiyor,1843, tartışmak
 Hafta Sonu Nikaragua'ya Bir Göktaşı mı Düştü?,1731, tartışmak
" Banksy tutuklama aldatmacası: ABD web sitesi, sokak sanatçısının Watford'da yakalandığını iddia ediyor",1739, kabul etmek
 SON DAKİKA: IŞİD KİMYASAL SİLAHLAR KULLANIYOR – Klor Gazı Saldırısında 300 Irak Askerini Öldürdü,1233, tartışmak
" IŞİD, Suriye'deki Hava Saldırısında Amerikalı Rehine Kayla Mueller'in Öldüğünü İddia Etti",2387, tartışmak
 Gizemli adam hapşıran alışverişçilerin kafasına tokat attı,1897, kabul etmek
" Erkek arkadaşı, kız arkadaşının yatakta kötü olduğu için onu terk etmesinin ardından penisini kesip çöp kutusuna attı",522, tartışmak
" Christian Bale, Steve Jobs rolünü reddetti, aktörün rol için uygun olmadığını düşündüğü bildirildi",1846, kabul etmek
 IŞİD savaşçıları 'Ebola'ya yakalandı': Dünya Sağlık Örgütü militanların ölümcül hastalıkla Irak hastanesine geldiğine dair raporları araştırıyor,2025, tartışmak
 Ottawa Saldırısı: Kanada Ulusal Savaş Anıtı'nda Bir Asker Vuruldu,2281, kabul etmek
 Bali Yanlış,1478, tartışmak
"Linç çetesi, Hindistan'ın bir şehrindeki ara sokakta genç bir kıza saldıran tecavüzcüyü kasap bıçağıyla hadım etti",830, kabul etmek
" MACAULAY CULKIN, ÜNLÜ BİRİNİN ÖLÜMÜYLE İLGİLİ BİR ALDATMACANIN SON KURBANI — VE BU 9 YILDIZ ONUN NASIL HİSSETTİĞİNİ TAM OLARAK BİLİYOR!",2326, kabul etmek
 Üzgünüm Fido. Papa Francis evcil hayvanlarımızın cennete gideceğini SÖYLEMEDİ,1832, kabul etmek
 NYPD'nin esrar bulundurma suçundan tutuklama yerine ceza yazacağı bildirildi,2389, tartışmak
 iPhone 6 'Hairgate' Bir Şey Değil,1041, kabul etmek
" IŞİD lideri Ebubekir El Bağdadi'nin (sağda) cesedini gösterdiği söylenen fotoğrafa baktığımızda, bunun aslında 2013 yılında öldürülen etnik Arnavut bir militan olduğunu gördük.",1889, tartışmak
" Michael Brown davasında silah sesine ait ses, uygulama şirketi tarafından doğrulandı",1461, tartışmak
 IŞİD Sınır Krizi: DHS Şefi Teröristlerin Meksika Üzerinden ABD'ye Girmediğini Söyledi,666, kabul etmek
" NBC METEOROLOJİ UZMANI MIKE SEIDEL, KAMERA KARINDA MI İŞİYORDU? SİNİRLİ BRIAN WILLIAMS AÇIKLIYOR",2511, tartışmak
 Kayıp Libya uçaklarına ilişkin haberler 11 Eylül terörü korkularını artırıyor,2448, tartışmak
" Comcast, kötü hizmetten şikayet eden bir müşteriyi işten attı",2133, tartışmak
 Ebola Virüsü IŞİD Militanları Arasında Yayılıyor mu? Raporlar Cihatçıların Musul Hastanesinde Tedavi Aradığını İddia Ediyor,2180, tartışmak
James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,1336, kabul etmek
 Rapçinin James Foley'nin celladı olduğu ortaya çıktı: haberler,472, tartışmak
 Sugarhill Gang rapçisi Big Bank Hank 57 yaşında öldü,1637, aynı fikirde olmamak
 SON DAKİKA: İngiltere doğumlu rehine 'başarısız kurtarma girişiminde ÖLDÜRÜLDÜ',825, tartışmak
 Medya raporları Londralıyı IŞİD'in 'Cihatçı John'u olarak tanımlıyor,1346, tartışmak
 Kız arkadaşının yatakta iyi olmadığını söylemesi üzerine adam kendi penisini kesti,1517, kabul etmek
" Bir kez daha, Banksy'nin 'Tutuklanması' büyük bir aldatmacadır. Tekrar ediyorum: Bir aldatmaca.",2468, kabul etmek
 Predator İHA'nın Suriye'deki IŞİD yuvasının üzerinde görüldüğü bildirildi; hava saldırıları IŞİD hedeflerini vurdu,2412, tartışmak
" 48 dakika ölü kalan bu Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1849, kabul etmek
 ABD Deniz Piyadesinin Taliban keskin nişancısı tarafından BAŞINDAN vurulmasını izleyin - ve hikayeyi canlı olarak anlatın,2360, kabul etmek
" IŞİD, ABD'ye Gönderdiği Korkunç Video Mesajında Kaçırılan Foto Muhabiri James Wright Foley'i Başını Kesti",2386, kabul etmek
" İslamcı Militanlar, ABD'li Gazetecinin Başının Kesildiğini Gösterdiğini İddia Eden Bir Video Yayınladı",1016, tartışmak
" Apple Watch, olabileceği kadar dijital bir doktor olmayacak",1788, tartışmak
Kim Jong-un 'İSKOÇYA'da yeni bir restoran açmaya hazırlanıyor',2225, tartışmak
" Comcast, Tor'unuzu Saklayabileceğinizi Söylüyor",1572, tartışmak
" ABD, Somali terör örgütü liderinin ölümünü doğruladı",2374, kabul etmek
 Bali örümceği Avustralyalının göğsünün altına giriyor,1797, aynı fikirde olmamak
" IŞİD, MiG savaş uçaklarını uçurmak için pilotlara eğitim veriyor, diyor gözlem grubu",1606, tartışmak
 Çalınan jet uçaklarına ilişkin haberler arasında terör korkusu artıyor,2162, tartışmak
 'Star Wars: The Force Awakens' Erken Bir Yayın Tarihi Alabilir—Rapor,1393, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",1379, tartışmak
" ESPN'in ""Pazartesi Gecesi Futbolu""nda Aile İçi Şiddet Konusundaki Tamamen Erkeklerden Oluşan Paneli Gerçek Değil",1370, tartışmak
 IŞİD lideri Bağdadi'nin eşi ve çocuğu Lübnan'da tutuklandı,1263, aynı fikirde olmamak
 İç Güvenlik Bakanlığı teröristlerin ABD-Meksika sınırını geçmediğini söyledi,1946, tartışmak
 Bunbury yerlisi Bali tatilinde derisinin altında bir örümceğin yuva yaptığını keşfetti,1864, tartışmak
 İtalyan balıkçı 280 kiloluk devasa yayın balığı yakaladı,18, kabul etmek
 Isilkulskom öğrencisi şoktan sonra süper kahraman güçlerine kavuştu,2415, tartışmak
 Silahlaştırılmış Ebola mı? IŞİD Militanlarının Ölümcül Virüse Yakalandığı Söyleniyor,2075, tartışmak
 IŞİD Irak'ta Amerikalı Foto Muhabirinin Başını Kesti,205, kabul etmek
" Kayıp Libya uçağı, Kuzey Afrika'da 11 Eylül benzeri saldırı korkularını tetikledi",1865, tartışmak
 Dünyanın en eski burgeri,1311, tartışmak
"Hayır, IŞİD militanları ABD sınır devriyesi tarafından yakalanmadı",2266, tartışmak
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,1175, tartışmak
 Suudiler Michelle Obama'nın TV'de Görüntülenmediğini Söylüyor,343, kabul etmek
Rapor: Christian Bale Steve Jobs Filminden Vazgeçti,454, kabul etmek
 Ofis partisinde yumurta likörü içen adam hastanelik oldu,741, kabul etmek
 CNN ses kaydı: Michael Brown'ın vurulduğu an bu mu?,1715, tartışmak
" Yaşlı Kadın, Komşusunun Kedilerini Kaçırıp Kürk Mantolar Ürettiği İçin Tutuklandı",1938, kabul etmek
 Eski İngiliz Rapçinin James Foley'in Başının Kesilmesiyle İlgili Soruşturma Altında Olduğu Bildirildi,1079, tartışmak
" Nijerya, kaçırılan kızların serbest bırakılması için Boko Haram ile anlaşma yaptığını duyurdu",1885, tartışmak
 Kim Jong-Un İskoç restoranı planlıyor,2452, tartışmak
" Paslanmaz çelik Apple Watch sadece 499 dolara mal olabilir, ancak altın 10 kat daha pahalı olacak",2365, tartışmak
 Michael Brown cinayetinde en az 10 el ateş edildiği iddia edilen ses kaydı,2481, tartışmak
 IŞİD'in Ebola'sı Var mı? Muhtemelen Yok! Medya Bunu Bildiriyor,1891, tartışmak
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",991, tartışmak
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,608, tartışmak
 IŞİD Tarafından 'Yakalanan' İsrailli-Kanadalı Kadın 'Güvende ve Emniyette' Olduğunu Söyledi,756, kabul etmek
Balkabağı Baharatlı Kondomlar ve Olmayan 6 Diğer Lezzet,2055, kabul etmek
 Irak medyası IŞİD militanlarının Ebola'ya yakalandığını söylüyor,1974, tartışmak
" Lübnan, IŞİD liderinin akrabalarının tutulduğunu doğruladı",2268, tartışmak
" Linç Çetesi, Rajasthan'da İddiaya Göre Tecavüzcüyü Hadım Etti",650, kabul etmek
" Nijerya, Boko Haram ile ateşkesin kabul edildiğini duyurdu",1896, tartışmak
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,942, tartışmak
 IŞİD'le savaşan İsrailli Kanadalı Facebook'ta şunları paylaştı: Güvendeyim ve emniyetteyim,1862, aynı fikirde olmamak
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalandığına dair medya haberlerini araştırıyor",992, tartışmak
" Cameron, Haines cinayetinin ardından DEAŞ 'canavarlarını' avlayacağına söz verdi",1757, tartışmak
 Kayıp Meksikalı öğrenciler 'toplu mezarda bulunamadı',1613, tartışmak
 Meksika protestosunda 40 öğrencinin kaybolmasının ardından toplu mezar bulundu,2334, tartışmak
" Türkiye Cumhurbaşkanı, Kürt savaşçılara yönelik Amerikan silah yardımının, malzemelerin IŞİD'in eline geçmesinin ardından 'yanlış' olduğunu söyledi",1253, tartışmak
" IŞİD Videosu, İngiliz Yardım Görevlisi David Cawthorne Haines'in İnfazını Gösteriyor",1182, kabul etmek
 Herkesin 'Banksy' Tarafından Paylaştığı Fotoğraf Banksy'ye Ait Değil - Ama Muhteşem,1688, tartışmak
 Medya kuruluşları 'Cihatçı John'u teşhis etti,997, tartışmak
" NASA, Nikaragua'daki kraterin meteordan kaynaklanıp kaynaklanmadığını sorguluyor",961, aynı fikirde olmamak
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,1166, tartışmak
GCPD Çalınan Batmobile Davasını Çözdü mü?,1177, tartışmak
 IŞİD'in Suriye 'başkenti' üzerinde Predator tipi insansız hava araçları uçuruldu,2443, tartışmak
 İddiaya Göre Brown'a Ateş Etme Kaydında Silah Sesleri Duyuluyor [SES],1564, tartışmak
 Senatör: Bergdahl ile takas edilen tutuklular militanlarla temasa geçti,2159, tartışmak
 Star Wars: Güç Uyanıyor bu yaz mı vizyona girecek?,1269, tartışmak
 Gazeteci James Wright Foley'in IŞİD cihatçıları tarafından ABD'ye 'mesaj' olarak başının kesilmesinden endişe ediliyor,1288, tartışmak
 Bavulun içindeki eşyalarla Ayr istasyonunda terk edilmiş köpek,1544, kabul etmek
 ABD İHA'ları Suriye'de IŞİD liderini avlıyor,1740, kabul etmek
" Şakacı Evsiz Adama 100 Dolar Verdi, Onu Gizlice Takip Etti ve Başkaları İçin Yiyecek Aldığını Öğrendi",2061, kabul etmek
" Kendi putting cennetinizde vuruş yapın: Tiger Woods'a ait İsveç'in lüks adası satışa sunuldu - ve bu adada bir villa, jakuzi ve bir kulübe bulunuyor",1375, kabul etmek
" BATMOBILE ÇALINTI DEĞİL, MTV YARIŞMA ÖDÜLÜ SAHİPLENİLMEDİ",1538, tartışmak
 Vogue ve Sıçanlar Savaşında Sıçanlar Kazanıyor,2498, kabul etmek
 Michael Brown Saldırısının Ses Kaydının Ortaya Çıktığı Bildirildi,1461, tartışmak
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,366, tartışmak
Kurucu Babalar Dönemi Zaman Kapsülü Boston'da Bulundu,2257, kabul etmek
" Meksika, Kayıp Öğrencilerin İlk Toplu Mezarlarda Bulunmadığını Söyledi",1795, kabul etmek
 Büyük uzay nesnesi asteroit Dünya'nın yanından geçerken Nikaragua'nın başkentine çarptı,1790, tartışmak
" Tiger Woods'un uyuşturucu testinde başarısız olduğu için cezalı olmadığı, menajeri ve bir PGA yetkilisi tarafından belirtildi",1339, kabul etmek
" David Haines'in kafasının kesildiği videonun gerçek olduğu doğrulandı; İngiltere Başbakanı Cameron, IŞİD 'canavarlarını' avlayacağına söz verdi",2306, tartışmak
 NASA: Aralık ayındaki karanlık günlere ilişkin viral haberler aldatmacadır,403, aynı fikirde olmamak
" CNN, Michael Brown Jr.'ı Öldüren Silah Seslerini İçeren İddiaya Göre Ses Kaydı Yayımladı; Liderler ve Ünlüler Gencin Cenaze Töreninde Sıraları Doldurdu",2287, tartışmak
" Muhasebeci, Comcast'ın Müşteri Hizmetleri Sorununu Bildirmesi Nedeniyle Kendisini İşten Kovuldurduğunu İddia Ediyor",451, tartışmak
" Fidel Castro Öldü mü? Evet, Öldü... Ama Küba Lideri Yaşıyor, Ölüm Söylentileri Yanlış Çıktı",2506, tartışmak
 WFB'den Bill Gertz: Obama Yönetimi Kayıp Libya Uçaklarını 'Önemsememeye Çalışıyor',2162, tartışmak
"İZLE: Stan Beaton, telefon mühendisleri ölen eşinin sonsuza dek kaybolduğunu düşündüğü değerli sesli mesaj kaydını bulduğunda sevinç gözyaşları döküyor",1640, kabul etmek
" Seth Rogen, Christian Bale'in Steve Jobs Filminde Apple'ın Steve Wozniak'ını Canlandırmaya Hazırlanıyor (Özel)",999, tartışmak
" Hayır, Banksy o 'Charlie Hebdo' Saygı Karikatürünü Yaratmadı, Ama Bu Onu Takdir Edemeyeceğiniz Anlamına Gelmiyor",2024, kabul etmek
James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,928, tartışmak
 Kansas City'de Ebola Korkusu,1943, tartışmak
 Rapor: İslamcıların Libya Havaalanını Ele Geçirmesinin Ardından 11 Eylül Yıldönümü Öncesinde Yaklaşık Bir Düzine Ticari Uçak Kayboldu,1312, tartışmak
 Şok edici fotoğrafta annenin ikiz kızının kanser tedavisini karşılamak için kendi oğlunu satmaya çalıştığı görülüyor,1627, kabul etmek
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,2047, tartışmak
 Macaulay Culkin Başka Bir Çevrimiçi Ölüm Sahtekarlığının Kurbanı Oldu,1752, kabul etmek
" Erkek Arkadaşı Tarafından Terk Edilen Kadın, Tüm Haftayı KFC'de Yas Tutarak Geçirdi",2414, kabul etmek
" WSJ: Apple, dengesiz sensörler nedeniyle saatin sağlık özelliklerini kesti",1917, tartışmak
" Öfkeli kalabalık, tecavüzcüyü kasap dükkanına sürükledikten sonra et bıçağıyla cinsel organını kesti",1022, kabul etmek
Boko Haram'ın Nijeryalı kız öğrencileri kaçırmasının üzerinden altı ay geçtikten sonra onları serbest bırakmak istediği bildirildi,2403, tartışmak
 İSLAM DEVLETİ KAYIP AMERİKALI GAZETECİ JAMES WRIGHT FOLEY'İN BAŞINI KESTİ,2067, kabul etmek
" Hayır, Vladimir Putin'in üzerine kuş pislemedi",1438, kabul etmek
" 48 dakika ölü kalan bu Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1407, kabul etmek
 IŞİD lideri ABD hava saldırılarında 'öldürüldü',731, tartışmak
 Genç Borsada 72 Milyon Dolar Kazandı,2052, aynı fikirde olmamak
 Kim Jong-un'un Her İki Bileğini Kırdığı ve Hastaneye Kaldırıldığı İddia Ediliyor,1001, tartışmak
" İslamcı Militanlar, ABD'li Gazetecinin Başının Kesildiğini Gösterdiğini İddia Eden Bir Video Yayınladı",847, tartışmak
" Öfkeli kalabalık, tecavüz girişimi iddiasıyla bir adamın cinsel organını kasap bıçağıyla kesti",830, kabul etmek
" GÖRÜNTÜLER: Kız, adamın minik penisine alaycı bir şekilde bakıyor, adam da onu KESİYOR ve çöpe atıyor",2496, kabul etmek
 Irak medyası: IŞİD militanları Ebola'ya yakalandı,1175, tartışmak
 North Walsham veterineri tarafından ameliyat edilen kabız japon balığı,1541, kabul etmek
 İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1173, tartışmak
 Sugarhill Gang Rapçisi 'Big Bank Hank' 57 Yaşında Öldü,824, kabul etmek
 Ottawa'daki silahlı saldırganın 32 yaşındaki Michael Zehaf-Bibeau olduğu belirlendi,1970, kabul etmek
" IŞİD, 'öldürülerek kaçırılan kurbanı, kendi karargahlarına gidip onu görmek istemesinin ardından annesine yedirdi'",1786, tartışmak
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,880, tartışmak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,1689, tartışmak
