Başlık, Vücut Kimliği, Duruş
 Rapor: Gizli Servis Beyaz Saray Çit Atlayıcısı Hakkında Yalan Söyledi,1365,0
" Kuzey Kore lideri Kim Jong-un kayıp değil, sadece ayak bileğinden ameliyat oldu",2153,0
 Ürdün Kralı IŞİD Baskınlarına Kişisel Olarak Katılabilir,2490,0
 'Cihatçı John': Maskenin ardındaki IŞİD katili genç bir Londralı,1489,0
" Yaşlı Kadın, Komşusunun Kedilerini Kaçırıp Kürk Mantolar Ürettiği İçin Tutuklandı",529,1
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",1744,0
 Resmi: Gitmo tutuklusu Bergdahl karşılığında takas edildi ve Taliban'a ulaşıldı,2159,0
 Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,1540,-1
" Moskova'da polis bir suçluyu arıyor, erkek cinsel organını kesti",516,1
" CNN, Michael Brown Saldırısından İddia Edilen Ses Kaydını Yayımladı",2220,0
" Görgü Tanığı, Evsiz Adamın Viral Videosunun Sahnelendiğini Söyledi",1388,0
 Ebola Virüsü IŞİD Militanları Arasında Yayılıyor mu? Raporlar Cihatçıların Musul Hastanesinde Tedavi Aradığını İddia Ediyor,938,0
 'Cihatçı John' Olarak Bilinen Adamın Muhammed Emwazi Olduğu Ortaya Çıktı,2123,0
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,1822,0
İngiliz casuslar Foley'nin katili Abdel-Majed Abdel Bary'nin kilit şüpheli olduğunu tespit etti,1598,0
 Genç Borsada 72 Milyon Dolar Kazandı,1781,0
" [Güncellendi] Suudi Devlet Televizyonu, Yeni Suudi Kralıyla Görüşme Sırasında Michelle Obama'nın Yüzünü Bulanıklaştırdı",2453,0
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",2142,0
" Boko Haram lideri ateşkes anlaşmasını yalanladı, kaçırılan 200 kızın evlendirildiğini söyledi",2144,0
" Hayır, Vladimir Putin Birinci Dünya Savaşı konuşması sırasında bir kuş tarafından pislenmedi",2081,1
 Tiger Woods'a gizli PED cezası mı veriliyor?,757,0
 Kuzey Kore diktatörü Kim Jong-Un İskoçya'da restoran açacak,625,0
" 'Bağdadi'nin yavrusu': Bu çocuk, IŞİD'in çocuk asker kullanımının en genç kurbanı mı oldu?",908,0
" Hayır, IŞİD militanları ABD sınır devriyesi tarafından yakalanmadı",2261,0
 CPWD yetkilisi 25 yıldır görevde olmadığı için görevden alındı,932,1
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",1948,0
 Durex Balkabağı Baharatlı Kondom Üretmiyor: Bir Aldatmaca Çürütüldü,550,1
 IŞİD'in ele geçirdiği jetlerde savaş pilotlarına eğitim verdiğini gözlem grubu söylüyor,1341,0
" Microsoft, sorunlara karşı robot güvenlik görevlilerine yöneliyor",2228,1
" FIDEL CASTRO ÖLÜM İZLEMESİ: SÖYLENTİLER ISINIYOR, KÜBA İNKAR EDİYOR",2251,0
 DNA Testleri Lübnan'ın IŞİD Liderinin Çocuğunu Tuttuğunu Doğruladı,2337,0
 Obama: James Foley cinayeti 'tüm dünyanın vicdanını sarstı',2067,1
" Silahlı Kuvvetler, Parlamento Tepesi'nde tetikçiyi durdurdu",1631,0
 IŞİD Tarafından 'Yakalanan' İsrailli-Kanadalı Kadın 'Güvende ve Emniyette' Olduğunu Söyledi,474,1
IŞİD'in Ebola'sı Var mı? Muhtemelen Yok! Medya Bunu Bildiriyor,1891,0
 Rus Adam Uyandığında Testislerinin Çalındığını Buldu,573,0
 Tropikal örümcek apandisit yarasından insanın derisinin altına girdi ve orada ÜÇ GÜN yaşadı,1923,-1
 ESPN'in 'Pazartesi Gecesi Futbolu' maç öncesi programında aile içi şiddete ilişkin bir panel tartışması hiç planlanmamıştı,2181,1
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,227,0
" Kaynak: New York'ta esrar yakında sadece bir ceza getirebilir, tutuklama değil",873,0
" Obama, Başının Kesilmesinden Öfkelendi, Yola Devam Etme Sözü Verdi",2388,0
" Tiger Woods'un uyuşturucu testinde başarısız olduğu için cezalı olmadığı, menajeri ve bir PGA yetkilisi tarafından belirtildi",169,0
 Bosna: Yedi küçük kız beş günlük okul gezisinden hamile olarak döndü,2170,1
 Bu Evsiz Adamın Yüz Dolar Harcamasını İzleyin ve Bir Mendil Bulundurun [Video],738,1
 Cesar Millan'ın ölüm haberi asılsızdır,1796,1
" Katolik rahip 48 dakika öldü, uyandığında Tanrı'nın bir kadın olduğunu iddia etti",2515,1
" 'En genç şehit - El Bağdadi'nin yavrusu': IŞİD, Suriye'de babasıyla birlikte savaşa giren 10 yaşındaki bir savaşçının öldürüldüğünü iddia ediyor",1785,0
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,983,0
 Kimye'nin Suçu mu? Anna Wintour'un NYC'deki 'Vogue' Ofisleri İğrenç Fare İstilasıyla Karşı Karşıya: 'Masalardaki Fare Dışkıları',1543,0
Robert Plant'in Led Zeppelin'i Yeniden Birleştirmek İçin 800 Milyon Dolarlık Sözleşmeyi Parçaladığı Söylentisi 'Çöp' Olarak Adlandırıldı,699,-1
 RAPOR: LİBYA'DAN ÇALINAN JET UÇAKLARI 11 EYLÜL'DE BİZE SALDIRI İÇİN KULLANILABİLİR,508,0
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",1016,0
 Robot güvenlik görevlileri artık Microsoft'un Silikon Vadisi kampüsünde devriye geziyor,2529,1
" Brian Williams: Hayır, Meteoroloji Uzmanımız Canlı Yayında İşemiyordu",2034,1
 Vice'ın Shane Smith'i Vegas yemeğine 300.000 dolar harcadı,1834,1
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",729,0
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,1040,0
 Michael Phelps'in 'kız arkadaşı' erkek olarak doğduğunu ve bunu yüzücüye hiç söylemediğini açıkladı,1029,1
" SON DAKİKA HABERİ: 18 aydır IŞİD tarafından rehin tutulan 26 yaşındaki Amerikalı kadın yardım görevlisi, Ürdün hava saldırısında 'öldürüldü'",2376,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,991,0
 iOS 8 hatası iCloud Drive belgelerinizi silebilir,2033,0
" Çin'de viral olan bir fotoğraf, App Store sıralamalarının zor yoldan nasıl manipüle edileceğini gösteriyor",1784,0
"Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",1589,1
" Amazon, video akışına alternatif bir çözüm planlıyor",1048,0
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",1099,0
" Microsoft, Silikon Vadisi Kampüsünde Robot Güvenlik Görevlilerini Denedi",2529,1
" Pentagon, Eş-Şebab liderinin Somali'deki hava saldırısında öldürüldüğünü doğruladı",2374,1
 Rapor: Apple Watch Mart Ayında Piyasaya Sürülecek,376,0
" İngiliz Adam, Halk İçinde Hapşıran İnsanlara Tokat Atıyor",1897,1
 James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,578,0
" Söylenti: Apple, normal koşullarda 19 saatlik Apple Watch pil ömrü, 'yoğun' kullanımda ise 2,5 saat hedefliyor",1153,0
" IŞİD Irak'ta ""Akrep"" Bombaları Saldı",1251,1
 Apple Watch Gold Edition'ın fiyatı 5.000 dolara kadar çıkabilir,1700,0
Irak medyası: IŞİD militanları Ebola'ya yakalandı,1355,0
" Anne, İkiz Kızını Kurtarmak İçin İkiz Oğlunu Satmayı Teklif Etti",1562,1
 Weather Channel'dan Mike Seidel pantolonu aşağıdayken yakalanmadı,1926,1
 “Willie Nelson 2015'te öldü”: Gitarist internetteki ölüm aldatmacasıyla öldürüldü,1869,-1
 Bergdahl Borsasında Serbest Bırakılan Mahkum Taliban'la Yeniden Bağlantı Kurmaya Çalıştı,2236,0
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,2075,0
" Nikaragua, ABD'den meteor kraterini araştırmak için yardım istedi",1622,0
"Mac'in Dönüşü: Seth Rogen, yaklaşan Steve Jobs biyografisinde Apple'ın kurucu ortağı Steve Wozniak'ı canlandırmak için görüşmelerde bulunuyor",1746,0
" Durex, ""balkabağı baharatlı"" prezervatif söylentilerini doğrulamıyor veya yalanlamıyor",1708,0
 Devam Eden Şiddet Boko Haram Ateşkesini Tehlikeye Atıyor,1340,0
 Rapor: Terörizme Geri Dönmeye Çalıştığı Şüphesiyle Taliban Tutuklusu Bowe Bergdahl ile Değiştirildi,773,0
 Bosna: Yedi küçük kız beş günlük okul gezisinden hamile olarak döndü,1667,0
" Nikaragua, başkentteki patlamanın muhtemel nedeninin meteorit olduğunu söyledi",2264,0
 Sugarhill Çetesi'nden Rapçi Big Bank Hank 57 yaşında öldü,1190,1
 Rapor: Apple Watch'un Her Gün Şarj Edilmesi Gerekecek,1898,0
" Boko Haram Alman rehinesi olduğunu iddia ediyor, ateşkesi yalanlıyor",1885,1
" NYPD, düşük seviyeli esrar suçlamaları için tutuklama yapmayı bırakacak, bunun yerine ceza yazacak: kaynak",2372,0
" Detroit'te Batmobile mi çalındı? Güzelmiş, joker!",1737,1
" Hindistan Tecavüz Krizi, Kalabalığın Şok Edici Sahnelerle İddia Edilen Cinsel Saldırganı Hadım Etmesine Yol Açtı",1673,1
" İngiltere doğumlu rapçi, James Foley'i kafasını kesen IŞİD cihatçısını arama çalışmalarının baş şüphelisi",1202,0
 SON DAKİKA: İngiltere doğumlu rehine 'başarısız kurtarma girişiminde ÖLDÜRÜLDÜ',1187,0
" Boko Haram lideri ateşkes anlaşmasını yalanladı, kaçırılan 200 kızın evlendirildiğini söyledi",2403,0
" NASA, Nikaragua Meteorit Raporları Hakkında Şüpheleri Artırıyor",2154,0
Macaulay Culkin ÖLMÜYOR: Facebook ve Twitter'ın Ölüm Sahtekarlığı Viral Oldu,804,1
 Macaulay Culkin Başka Bir Çevrimiçi Ölüm Sahtekarlığının Kurbanı Oldu,2326,1
 Evsiz bir adama 100 dolar verin ve ne yaptığını görün [Video],2132,-1
 App Store'daki En İyi Uygulamaların Arkasında Crank-Boosting Var,1132,0
" Seth Rogen, Jobs'un biyografik filminde Woz'u canlandıracak",1746,0
" New York Şehri, Küçük Miktarda Esrar Bulundurma Suçundan Tutuklamaları Sonlandırmayı Planlıyor",1732,0
" Kaçırılan Nijeryalı kız öğrenciler: Hükümet, kayıp kızları eve getirecek Boko Haram ile ateşkes anlaşması yapıldığını iddia ediyor",1139,0
 Macaulay Culkin Öldü mü?,1752,0
" Avukat: Yeni ses kaydı, Michael Brown vurulduğunda silah sesindeki duraklamayı ortaya koyuyor",2287,0
 Michael Brown'ın vurulma sesi kayda mı alındı?,483,0
 IŞİD'in ABD Sınırını Geçtiğine Dair Söylentilerin Neden Bitmediği İşte Bu Nedenle,1398,0
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,1822,0
 WFB'den Bill Gertz: Obama Yönetimi Kayıp Libya Uçaklarını 'Önemsememeye Çalışıyor',2448,0
 James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,782,1
 IŞİD Videosu İngiliz Yardım Görevlisinin Başının Kesildiğini Gösteriyor,1989,0
" David Haines'in kafasının kesildiği videonun gerçek olduğu doğrulandı; İngiltere Başbakanı Cameron, IŞİD 'canavarlarını' avlayacağına söz verdi",2241,0
 Jeh Johnson: Politikacılar IŞİD ve Ebola Üzerinden 'Korku Alevlerini Beslememeli',742,0
 Tanrı Bir Kadındır – Dirilen Baba Anlatıldı,1521,-1
Led Zeppelin'in Robert Plant'i 924 milyon dolarlık yeniden birleşme sözleşmesini yırttı,699,1
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,337,0
" Doğrulanmamış raporlar, Kanadalı-İsrailli Gill Rosenberg'in IŞİD tarafından yakalandığını iddia ediyor",2037,0
 İki adam hayır kurumu için 20 yıllık hamburgeri yemeye cesaret etti,1311,0
 ABD'li rapçi ve Sugarhill Gang'in kurucu üyesi Big Bank Hank 57 yaşında öldü,2340,0
" Kim Jong-un: Kuzey Kore lideri yok, 'ayak bileği ameliyatından iyileşiyor'",1296,0
 Hastane: Kansas City'de Ebola nedeniyle tedavi edilmeyen bir adam,2104,1
" JJ Abrams, THE FORCE AWAKENS filminin çıkış tarihinin öne çekilmesini mi istedi?",1393,0
 Suudi Arabistan'ın kardan adam yasağını öngören fetvası hararetli tartışmalara yol açtı,2456,1
 Ottawa Silahlı Saldırganı Michael Zehaf-Bibeau Olarak Tanımlandı,1329,0
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",1934,0
 IŞİD savaşçıları 'Ebola'ya yakalandı': Dünya Sağlık Örgütü militanların ölümcül hastalıkla Irak hastanesine geldiğine dair raporları araştırıyor,2025,0
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,1355,0
 Genç kızla seks kasedi çeken kadın öğretmen işten atılma tehlikesiyle karşı karşıya,1496,1
"Meksika, toplu mezarda kayıp 43 öğrencinin bulunup bulunmadığını araştırıyor",2342,0
 Zack Snyder'ın 'Batman V Superman: Adaletin Şafağı' Çalınan Batmobil Söylentisi Son Buldu,2519,1
 Michelle Obama'nın Saçları Suudi TV'de Tamamen Sansürsüz Göründü,1742,1
"NBC Nightly News, işeyen bir adamla canlı yayın mı yaptı?",1829,0
" Dilenci arkadaşlarına 100 dolar yiyeceğe harcayarak YouTube fenomeni haline gelen evsiz adam, yeni videoda sürpriz bir Noel yemeği, makyaj ve otelde bir gece geçiriyor... Peki bunların hepsi bir 'seri şakacı'nın uydurması mı?",1429,0
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",1679,0
 Christian Bale'in İstifa Etmesiyle Steve Jobs'u Kim Oynamalı?,1019,-1
 CNN'de Michael Brown'ın Vurulduğuna Dair İddia Edilen Ses Kaydı Bir Aldatmaca mı?,2345,-1
 Durex Balkabağı Baharatlı Kondom Üretmiyor: Bir Aldatmaca Çürütüldü,2252,1
 Jeh Johnson: Politikacılar IŞİD ve Ebola Üzerinden 'Korku Alevlerini Beslememeli',1012,0
 Kongre Üyesi: 'En az 10 IŞİD savaşçısı' ABD'ye geçmeye çalışırken yakalandı,1376,0
 Suudiler Michelle Obama'nın TV'de Görüntülenmediğini Söylüyor,1975,1
 IŞİD savaşçıları 'Ebola'ya yakalandı': Dünya Sağlık Örgütü militanların ölümcül hastalıkla Irak hastanesine geldiğine dair raporları araştırıyor,2060,0
 IŞİD'in ABD'li Gazeteci James Foley'in Kafasını Kesmesi YouTube'a Gönderildi,933,0
" BATMOBILE ÇALINTI DEĞİL, MTV YARIŞMA ÖDÜLÜ SAHİPLENİLMEDİ",1538,0
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,1206,0
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,1195,0
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Kaydı Yayınladı",2345,0
 GCPD Çalınan Batmobile Davasını Çözdü mü?,942,0
 IŞİD Ebola'ya Yakalanıyor,819,0
" Fidel Castro Öldü mü? Evet, Öldü... Ama Küba Lideri Yaşıyor, Ölüm Söylentileri Yanlış Çıktı",1305,0
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",2388,0
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı ortaya çıktı,1776,0
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",446,0
" Yetkililer, IŞİD liderinin ailesinin Lübnan tarafından tutuklandığını söyledi",509,0
" Detroit'te Batmobile mi çalındı? Güzelmiş, joker!",1538,0
 Kayıp Uçaklar,1958,0
 Ateşkes ilanına rağmen Boko Haram'dan yeni saldırılar bildirildi,2356,0
 'Cihatçı John' teşhis edildi: IŞİD katili Batı Londra'dan Muhammed Emwazi olarak belirlendi,1489,0
Mirfield'lı bir adamın karısının kaybolan sesli mesajının bulunmasının ardından sevinç gözyaşları,1053,1
 Kenya'daki alışveriş merkezi katliamını emreden Eş-Şebab liderinin Somali'deki ABD insansız hava aracı saldırısında öldürüldüğü düşünülüyor,1982,0
 Meksika'daki Toplu Mezardaki Cesetler Görünüşe Göre Kayıp Öğrencilere Ait Değil,1613,0
" Nikaragua hükümeti, göktaşının Nikaragua'da büyük bir krater oluşturduğunu söylüyor",173,1
 ABD'nin havadan silah sevkiyatı IŞİD'in eline geçti: Pentagon,2295,0
 Ferguson'dan Yeni Ses Kaydı Michael Brown'ın Vurulmasını Yakalayabilir,1379,0
" Michael Phelps'in 41 yaşındaki 'kız arkadaşı', Olimpiyat yüzücüsüyle yaşadığı 'inanılmaz yakınlığı' anlatırken erkek olarak doğduğunu açıkladı",1847,1
" Christian Bale, Steve Jobs filminden ayrıldı",2211,1
 App Store'daki En İyi Uygulamaların Arkasında Crank-Boosting Var,1711,1
 Balkabağı Baharatlı Kondomlar Dünyayı Temel Çocuklardan Kurtaracak Tek Şey Olabilir,2269,0
 Daaş Ebola Musul'a nakledildi {Google Translate],1904,0
 Kim Jong-un 'Kırık Ayak Bileklerinden Ameliyat Oldu',1480,0
 Nikaragua 'göktaşı' konusunda sorular gündeme geldi,1790,0
 Tropikal örümcek 'bir adamın derisinin altına yara iziyle girdi' - video raporu,2293,0
" Muhasebeci, Comcast'ın Sahte Suçlamalara İtiraz Ettiği İçin Kendisini İşten Çıkardığını Söyledi",2058,0
" Banksy tutuklama aldatmacası: ABD web sitesi, sokak sanatçısının Watford'da yakalandığını iddia ediyor",974,-1
" Christian Bale, Apple'ın kurucu ortağının yakında yayınlanacak biyografisinde Steve Jobs'u canlandıracak",591,-1
 Apple Watch'un seri üretimi Ocak ayında başlıyor: Rapor,1908,0
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,1168,0
" NASA, Nikaragua'daki kraterin meteordan kaynaklanıp kaynaklanmadığını sorguluyor",1249,0
 Foley'de idam edilen Abdel-Majed Abdel Bary: Londra rapçisinin şarkıları onu tanımlamaya yardımcı oluyor,616,0
"Matt Taibbi, First Look Media'dan izinli",2218,0
" Nikaragua hükümeti, küçük bir meteorun Nikaragua'ya çarptığını söylüyor",1790,0
 Bir Oğul Noel Hediyesi Olarak Ebeveynlerinin İpoteğini Ödediğinde Böyle Görünüyor,2459,1
" Fidel Castro Söylentileri İnternette Dolaşıyor, Ama Küba'da Henüz Bir İşaret Yok",2399,0
" Eski IDF askeri Gill Rosenberg, muhtemelen Kürtlerle savaşırken IŞİD tarafından esir alındı",1690,0
" Video: Denizci, kaskı sayesinde Taliban keskin nişancısının kafasından vurulmaktan kurtuldu",2360,1
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,1459,0
" Dylan Thomas, Derinin Altında Yuva Yapmış Tropikal Örümcek Buldu",1057,-1
" L. Jinny? Abdel-Majed Abdel Bary, İngiliz Rapçi, James Foley Cinayetinde Şüpheli: Raporlar",1202,0
 Nijerya: Ateşkesin bildirilmesinin ardından kaçırılan kız öğrencilerin geri dönmesine yönelik umutlar arttı,2356,0
 Amerikan Predator İHA'sı IŞİD'in kalesini çevreliyor,1509,0
"Söylenti: Seth Rogen, Sony'nin Steve Jobs Filminde Woz Olarak Görünecek",1575,0
 IŞİD'in infazcısı 'Cihatçı John'un ismi medyada açıklandı,1219,0
" Teşekkürler Amca Sam, silahlarınızın havadan atılmasını sağladık: IŞİD, Kürtlere yönelik ele geçirilen silahlar konusunda Amerika'yla alay ediyor",2404,0
" HBO yayın hizmeti nisan ayında aylık 15 dolardan başlatılabilir, Apple TV üzerinde çalışılıyor",22,0
" Katolik Rahip 48 Dakika Öldü, Hayata Döndü ve Tanrı'nın Kadın Olduğunu İddia Etti",1521,-1
 Nikaragua'nın başkenti yakınlarında bildirilen patlamanın meteor çarpmasından kaynaklandığı iddia edildi ancak NASA da dahil olmak üzere uzmanlar iddialara şüpheyle yaklaşıyor,2475,1
Kuzey Kore diktatörü Kim Jong-un 'İSKOÇYA'da yeni bir restoran açmaya hazırlanıyor',2452,0
 Kürtler Gill Rosenberg'in Kobani'de Olduğunu İnkar Ediyor,2037,1
" 'Meteor, Nikaragua'da gizemli patlamaya neden oldu'",1731,0
 IŞİD'in baş kesmesini gösteren video uluslararası tepkiye yol açtı,2206,0
 Bali örümceği Avustralyalının göğsünün altına giriyor,800,0
" Gerçek hayattaki Magneto çocuğu, sokak lambasından gelen büyük elektrik çarpmasının ardından 'yaşayan bir mıknatısa dönüştü'",2203,0
