Headline,Body ID,Stance
Video Purports To Show Beheading Of U.S. Journalist By Militants,1679,0
Who Should Play Steve Jobs Now That Christian Bale Quit?,1019,-1
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2345,-1
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,2252,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1012,0
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1376,0
Saudis Say Michelle Obama Not Blurred on TV,1975,1
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2060,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,933,0
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1538,0
Militant Group Says It Killed American Journalist in Syria,1206,0
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1195,0
CNN Plays Alleged Recording of Michael Brown Shooting,2345,0
GCPD Solved Stolen Batmobile Case?,942,0
ISIS Getting Ebola,819,0
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",1305,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2388,0
Alleged audio of Michael Brown shooting has surfaced,1776,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",446,0
"Islamic State leader's family detained by Lebanon, officials say",509,0
"Batmobile stolen in Detroit? Good one, joker!",1538,0
Missing Planes,1958,0
"Despite ceasefire announcement, new Boko Haram attacks reported",2356,0
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1489,0
Mirfield man's tears of joy after lost voicemail of wife retrieved,1053,1
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1982,0
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1613,0
"Meteorite makes big crater in Nicaragua, government says",173,1
U.S. arms airdrop fell into ISIS hands: Pentagon,2295,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1379,0
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1847,1
Christian Bale quits Steve Jobs movie,2211,1
Crank-Boosting Behind Top Apps in App Store,1711,1
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,2269,0
Daash Ebola transferred to Mosul {Google Translate],1904,0
Kim Jong-un 'Had Surgery on Fractured Ankles',1480,0
Questions raised over Nicaragua 'meteorite',1790,0
Tropical spider 'burrowed under man's skin through scar' - video report,2293,0
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2058,0
Banksy arrest hoax: US website claims street artist caught in Watford,974,-1
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,591,-1
Apple Watch mass production kicks off in January: Report,1908,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1168,0
Nasa questions whether crater in Nicaragua caused by meteorite,1249,0
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,616,0
Matt Taibbi on leave of absence from First Look Media,2218,0
"Small meteorite strikes Nicaragua, government says",1790,0
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,2459,1
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",2399,0
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1690,0
Video: Marine survives Taliban sniper headshot thanks to helmet,2360,1
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1459,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1057,-1
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1202,0
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2356,0
American Predator Drone Circling Islamic State’s Stronghold,1509,0
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1575,0
ISIS executioner 'Jihadi John' named by media,1219,0
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2404,0
"HBO streaming service could launch in April for $15 per month, work on Apple TV",22,0
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1521,-1
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2475,1
North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',2452,0
Kurds Deny Gill Rosenberg was in Kobane,2037,1
Meteorite 'caused mysterious boom in Nicaragua',1731,0
ISIS video showing beheading triggers international response,2206,0
Bali spider burrows under Aussie’s chest,800,0
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,2203,0
Questions raised over Nicaragua 'meteorite',217,0
"Apple is limiting features on the Apple Watch to save battery life, according to developers",2275,0
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2388,0
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1883,-1
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",686,1
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1598,0
New iOS 8 bug can delete all of your iCloud documents,1518,1
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1202,0
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1185,0
Has North Korean dictator Kim Jong-un been replaced by his sister?,2344,0
Conflicting reports on alleged IS capture of Canadian woman,1774,0
ISIS fighters seize weapons airdrop meant for Kurds,462,0
Texas plumber threatened over jihadis using his old truck,2280,0
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",23,0
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,2341,1
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1926,0
'There is no limit to their depravity' Islamic State FEED mother her own SON,1786,0
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",447,0
Christian Bale Exits Steve Jobs Movie (Exclusive),945,-1
"So, There Might Be a Rat Infestation at Vogue",1045,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1073,0
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,936,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2326,1
Lego letter from the 1970s still offers a powerful message to parents 40 years later,53,0
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",1208,1
"Hostage David Haines' Murder 'Evil', PM Says",2306,0
ISIS fighters ‘have contracted Ebola’,2003,0
Christian Bale Is Steve Jobs,2017,0
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2272,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1934,0
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,2115,1
"Could Gold Apple Watch cost $5,000?",1700,0
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1357,1
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,2167,1
Is the iPhone 6 Really Pulling Out Your Hair?,1769,0
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2214,0
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1538,0
Lebanon 'holding IS leader's daughter and ex-wife',1192,0
Lebanon detains wife and son of Al-Baghdadi,1267,0
British hostage David Haines beheaded by Islamic State terrorists,2306,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1922,0
Missing American journalist reportedly beheaded by Islamic State ,608,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1692,0
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2235,1
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2463,0
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1165,0
Chugging eggnog at office party lands man in hospital,667,1
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,2519,0
Video shows ISIL beheading of photojournalist James Foley,2386,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",425,0
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",724,1
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1896,0
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",2269,1
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1638,1
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,2448,0
Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them,2474,1
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",961,1
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1361,0
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",2035,1
Man chops off his own penis after girlfriend told him he was no good in bed,1560,0
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1219,1
Has a woman aborted her baby because it's a boy?,1494,0
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1013,0
Nigeria says ceasefire agreed with Boko Haram,837,0
"Islamic State training pilots to fly MiG fighter planes, says monitoring group",1608,0
Fence jumper reportedly made it much further into White House than Secret Service said,2303,0
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,2207,0
Star Wars 7: JJ Abrams want to move release to summer 2015,1843,0
Is Kim Jong-un’s sister now the power behind the North Korean throne?,1152,0
Islamic State reports youngest jihadist 'martyred' in battle,1785,0
Boko Haram denies it has agreed ceasefire,1821,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1267,0
ISIL video claims beheading of kidnapped journalist James Foley,2388,0
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,815,0
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",2277,0
ISIS fighters seize weapons airdrop meant for Kurds,2172,1
Report—Jose Canseco accidentally shot at his home tonight,1145,0
Sugarhill Gang rapper Big Bank Hank dies at age 57,2351,1
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",1058,1
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",62,0
Isis claims to behead US journalist,2147,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2249,1
"This boy nearly died, now he has a superpower like Marvel’s Magneto",2203,0
Seven teenage girls get pregnant on school trip,2304,0
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1237,0
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2463,0
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1346,0
App brush list actually do so sister you tired it?,2420,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,860,0
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,447,0
BREAKING: British-born hostage 'KILLED in failed rescue attempt',404,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,0
Video shows ISIL beheading of photojournalist James Foley,903,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1622,0
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2225,1
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2287,0
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2477,0
Former U.S. soldier says IS used chemical weapons in Kobani,964,0
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2302,0
Pentagon: 1 weapons bundle seized by militants,1597,1
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,2443,0
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1547,1
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2351,1
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1890,1
ISIS Militants Allegedly Contracted Ebola,2180,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1405,0
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",991,0
Apple may launch 12-inch MacBook Air with Retina Display,1344,0
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,922,0
Russians Bag Better Bigfoot Footage,2377,0
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1588,1
Daash Ebola transferred to Mosul {Google Translate],2060,-1
Mirfield man's tears of joy after lost voicemail of wife retrieved,2020,1
US officials: Video shows American's execution,1948,0
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1889,0
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2010,0
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",1988,0
